phy_fitness,diet_pref,act_level,sleep_hrs,mindfulness,career,gender,daily_avg_steps,daily_avg_calories,is_healthy
6,Pescatarian,Lightly Active,5,6,Freelancer,0,7149,1938,0
1,Vegetarian,Sedentary,9,10,Nurse,0,2383,1877,0
3,Non-Vegetarian,Sedentary,6,9,Nurse,0,2447,1505,0
9,Vegetarian,Highly Active,9,7,Freelancer,1,18036,3026,1
5,Vegan,Lightly Active,8,10,Business,1,6749,1763,1
1,Keto,Sedentary,8,3,Lawyer,0,4394,1713,0
4,Keto,Lightly Active,7,4,Freelancer,0,9760,2591,0
7,Vegetarian,Active,5,10,Manager,0,11741,2620,1
3,Keto,Sedentary,8,10,Artist,1,4528,1906,0
4,Non-Vegetarian,Lightly Active,7,1,Doctor,0,9171,1868,0
6,Pescatarian,Lightly Active,6,2,Scientist,0,8034,2295,0
1,Keto,Sedentary,5,3,Teacher,1,3444,1996,0
5,Non-Vegetarian,Lightly Active,7,5,Teacher,0,8803,2028,0
9,Pescatarian,Highly Active,7,8,Engineer,1,15829,3504,1
2,Keto,Sedentary,5,8,Lawyer,1,2064,1889,0
8,Vegan,Active,8,4,Freelancer,0,11167,2372,0
4,Vegan,Lightly Active,5,9,Business,1,5220,2043,0
8,Pescatarian,Active,5,4,Artist,1,11553,2513,0
7,Pescatarian,Active,9,2,Scientist,1,11381,2458,0
2,Non-Vegetarian,Sedentary,8,10,Lawyer,0,2106,1634,0
6,Keto,Lightly Active,9,3,Nurse,0,9306,2598,0
3,Keto,Sedentary,6,2,Freelancer,0,3912,2068,0
8,Non-Vegetarian,Active,5,10,Doctor,0,14359,2727,1
10,Vegan,Highly Active,8,9,Teacher,1,18652,3133,1
4,Vegetarian,Lightly Active,5,10,Engineer,0,9293,2097,0
1,Pescatarian,Sedentary,7,2,Teacher,0,1901,1742,0
8,Vegan,Active,9,4,Manager,1,13489,2269,1
1,Non-Vegetarian,Sedentary,5,6,Engineer,1,4787,1742,0
6,Pescatarian,Lightly Active,9,8,Manager,0,9371,2432,1
5,Vegetarian,Lightly Active,9,4,Freelancer,1,9501,2007,0
5,Keto,Lightly Active,5,7,Artist,0,5784,2677,0
2,Vegetarian,Sedentary,7,3,Artist,1,2450,1500,0
7,Vegetarian,Active,7,4,Scientist,1,11516,2180,0
1,Keto,Sedentary,8,7,Doctor,1,3538,2108,0
1,Vegan,Sedentary,6,1,Lawyer,0,4286,1565,0
4,Pescatarian,Lightly Active,8,9,Manager,1,5833,2578,0
2,Vegan,Sedentary,5,1,Scientist,0,4557,1644,0
4,Keto,Lightly Active,6,3,Artist,0,6756,2021,0
7,Vegan,Active,8,1,Lawyer,1,10566,2848,0
9,Non-Vegetarian,Highly Active,6,5,Manager,1,15252,3835,1
2,Pescatarian,Sedentary,9,7,Artist,1,3862,1922,0
7,Vegetarian,Active,6,5,Doctor,0,14535,2446,0
6,Vegetarian,Lightly Active,6,6,Business,0,9094,2083,0
1,Vegan,Sedentary,6,3,Artist,1,2033,1651,0
2,Non-Vegetarian,Sedentary,7,9,Artist,0,4937,1720,0
5,Vegan,Lightly Active,6,5,Nurse,1,9199,2047,0
5,Pescatarian,Lightly Active,6,5,Scientist,1,8715,1960,0
2,Vegan,Sedentary,8,7,Doctor,1,2032,1862,0
5,Vegetarian,Lightly Active,7,8,Artist,1,7448,1769,0
8,Vegan,Active,7,10,Engineer,0,14060,2601,1
1,Non-Vegetarian,Sedentary,9,2,Freelancer,1,3470,1992,0
4,Non-Vegetarian,Lightly Active,6,7,Doctor,1,5631,1895,0
5,Vegan,Lightly Active,5,3,Nurse,0,5378,2279,0
1,Non-Vegetarian,Sedentary,7,8,Business,1,3502,1518,0
9,Non-Vegetarian,Highly Active,9,6,Doctor,0,18646,3329,1
7,Vegan,Active,9,2,Artist,1,11611,2253,0
2,Vegan,Sedentary,8,3,Doctor,1,2823,1500,0
8,Pescatarian,Active,9,8,Business,0,12748,2777,1
3,Vegan,Sedentary,5,9,Freelancer,0,1087,1823,0
2,Pescatarian,Sedentary,9,5,Lawyer,1,2299,2019,0
5,Keto,Lightly Active,5,5,Freelancer,1,8880,2519,0
1,Non-Vegetarian,Sedentary,8,8,Teacher,1,4226,1603,0
1,Non-Vegetarian,Sedentary,6,10,Doctor,0,2578,1852,0
6,Pescatarian,Lightly Active,5,5,Nurse,1,8899,1989,0
9,Vegetarian,Highly Active,9,1,Scientist,1,17264,3116,1
1,Non-Vegetarian,Sedentary,5,9,Lawyer,0,3983,1923,0
3,Non-Vegetarian,Sedentary,8,10,Business,1,2249,1781,0
3,Pescatarian,Sedentary,5,6,Engineer,1,3243,1867,0
8,Non-Vegetarian,Active,8,2,Business,1,11707,2310,0
7,Vegan,Active,9,7,Business,1,12811,2898,1
4,Non-Vegetarian,Lightly Active,8,9,Business,1,8718,2411,1
5,Vegetarian,Lightly Active,7,3,Manager,1,6197,2318,0
1,Keto,Sedentary,8,8,Artist,1,3967,1963,0
4,Non-Vegetarian,Lightly Active,9,6,Scientist,0,6010,2321,0
2,Vegetarian,Sedentary,9,7,Artist,0,1327,1500,0
1,Keto,Sedentary,9,9,Nurse,1,2593,1896,0
8,Non-Vegetarian,Active,6,4,Doctor,0,14369,2723,0
1,Vegan,Sedentary,6,2,Doctor,0,2540,1621,0
4,Vegetarian,Lightly Active,6,4,Lawyer,0,7991,1854,0
10,Pescatarian,Highly Active,8,8,Engineer,1,17476,3092,1
8,Vegetarian,Active,5,2,Scientist,0,13111,2823,0
2,Pescatarian,Sedentary,8,5,Doctor,1,4903,2071,0
9,Vegan,Highly Active,5,7,Nurse,1,16231,2864,1
5,Pescatarian,Lightly Active,9,5,Freelancer,0,8079,2467,0
10,Pescatarian,Highly Active,6,9,Manager,0,15651,3236,1
6,Pescatarian,Lightly Active,5,5,Artist,1,9613,2059,0
5,Vegetarian,Lightly Active,5,3,Engineer,0,9172,2193,0
7,Pescatarian,Active,7,5,Business,1,12998,2627,0
5,Pescatarian,Lightly Active,7,7,Nurse,0,5089,2448,0
1,Vegan,Sedentary,7,4,Doctor,1,1777,1637,0
5,Vegetarian,Lightly Active,6,6,Teacher,1,5464,1817,0
4,Vegetarian,Lightly Active,8,1,Scientist,1,6564,2032,0
4,Vegan,Lightly Active,7,4,Manager,0,5994,2204,0
2,Vegan,Sedentary,7,10,Nurse,1,3456,1500,0
9,Vegetarian,Highly Active,5,2,Teacher,0,18180,2926,0
6,Keto,Lightly Active,5,2,Business,0,6263,2243,0
2,Keto,Sedentary,6,10,Business,0,1292,2042,0
3,Vegetarian,Sedentary,9,7,Nurse,0,2309,1947,0
10,Vegan,Highly Active,7,3,Engineer,0,18377,2834,1
7,Keto,Active,5,6,Teacher,0,11194,2876,0
7,Vegan,Active,7,9,Freelancer,0,13863,2898,1
2,Vegetarian,Sedentary,9,6,Manager,1,2174,1500,0
10,Vegan,Highly Active,6,2,Business,1,19385,3347,1
9,Vegetarian,Highly Active,7,4,Lawyer,1,17601,3000,1
7,Vegan,Active,8,8,Freelancer,0,12783,2677,1
7,Vegetarian,Active,8,8,Engineer,1,13098,2746,1
4,Keto,Lightly Active,7,10,Freelancer,0,9085,2286,1
10,Keto,Highly Active,9,8,Lawyer,0,15742,3313,1
1,Keto,Sedentary,5,3,Doctor,0,3637,1999,0
10,Keto,Highly Active,9,8,Scientist,1,18664,3263,1
10,Keto,Highly Active,6,8,Doctor,0,18430,3831,1
4,Vegan,Lightly Active,5,6,Doctor,0,9463,1729,0
3,Vegan,Sedentary,5,10,Teacher,0,2418,1896,0
10,Vegan,Highly Active,6,1,Lawyer,1,17990,2973,0
9,Non-Vegetarian,Highly Active,7,3,Teacher,0,15785,3499,1
5,Pescatarian,Lightly Active,8,7,Freelancer,1,7325,1992,0
8,Vegetarian,Active,7,9,Freelancer,1,13541,2229,1
4,Non-Vegetarian,Lightly Active,6,4,Nurse,1,7231,2066,0
8,Non-Vegetarian,Active,5,9,Teacher,0,10667,2956,1
6,Pescatarian,Lightly Active,7,1,Scientist,0,5472,2364,0
3,Non-Vegetarian,Sedentary,9,4,Doctor,1,2612,1667,0
2,Pescatarian,Sedentary,5,10,Business,1,2816,1894,0
7,Vegetarian,Active,6,7,Engineer,1,14894,2262,1
3,Vegetarian,Sedentary,5,6,Engineer,0,4771,1757,0
7,Non-Vegetarian,Active,7,4,Engineer,1,14397,2986,0
3,Vegetarian,Sedentary,6,9,Manager,0,1967,1802,0
4,Vegetarian,Lightly Active,9,5,Business,1,5293,1999,0
2,Keto,Sedentary,8,8,Engineer,1,1606,1767,0
6,Vegan,Lightly Active,7,3,Business,0,7998,2310,0
5,Vegetarian,Lightly Active,9,9,Nurse,0,7999,1815,1
10,Vegetarian,Highly Active,6,9,Lawyer,1,19260,3393,1
2,Vegetarian,Sedentary,8,3,Artist,0,3405,1793,0
4,Keto,Lightly Active,6,5,Engineer,0,6023,2370,0
1,Non-Vegetarian,Sedentary,8,5,Scientist,0,4916,1928,0
8,Vegetarian,Active,6,5,Nurse,1,14765,2679,0
7,Non-Vegetarian,Active,8,10,Manager,1,11620,2494,1
3,Keto,Sedentary,6,10,Scientist,1,4329,1754,0
3,Keto,Sedentary,7,6,Manager,1,2482,1815,0
1,Pescatarian,Sedentary,5,4,Lawyer,1,3065,1784,0
7,Non-Vegetarian,Active,7,5,Scientist,1,12258,2298,0
7,Keto,Active,8,10,Artist,0,14472,2900,1
2,Vegan,Sedentary,8,5,Teacher,0,2398,1618,0
1,Keto,Sedentary,5,3,Artist,0,2359,1869,0
1,Pescatarian,Sedentary,8,4,Nurse,0,1195,1640,0
5,Pescatarian,Lightly Active,5,9,Nurse,1,7221,2158,0
5,Non-Vegetarian,Lightly Active,5,8,Artist,1,8627,2126,0
4,Non-Vegetarian,Lightly Active,9,5,Lawyer,0,9214,1917,0
3,Keto,Sedentary,5,10,Nurse,1,4522,2066,0
1,Vegetarian,Sedentary,5,5,Doctor,0,3422,1508,0
5,Keto,Lightly Active,6,6,Business,1,9148,2442,0
10,Vegetarian,Highly Active,7,9,Manager,1,19108,3267,1
2,Keto,Sedentary,7,4,Lawyer,1,2888,1917,0
1,Keto,Sedentary,8,4,Manager,1,2104,1816,0
4,Vegan,Lightly Active,8,7,Manager,1,6251,1821,0
7,Pescatarian,Active,8,10,Artist,1,11055,2960,1
5,Pescatarian,Lightly Active,5,3,Manager,1,8815,2399,0
3,Vegan,Sedentary,6,3,Freelancer,0,1015,1500,0
2,Pescatarian,Sedentary,8,2,Engineer,0,4677,1784,0
9,Keto,Highly Active,6,7,Business,1,19879,3333,1
2,Non-Vegetarian,Sedentary,8,10,Business,1,3720,1516,0
9,Pescatarian,Highly Active,7,8,Lawyer,1,18592,3043,1
6,Vegetarian,Lightly Active,8,8,Scientist,0,5209,2189,1
7,Vegan,Active,7,5,Scientist,1,13292,2767,0
4,Vegetarian,Lightly Active,6,6,Engineer,0,6025,2005,0
7,Vegetarian,Active,8,5,Freelancer,1,10333,2409,0
1,Non-Vegetarian,Sedentary,5,5,Freelancer,0,2770,1717,0
3,Vegetarian,Sedentary,5,8,Lawyer,0,2569,1913,0
2,Pescatarian,Sedentary,7,8,Teacher,0,1878,1794,0
1,Vegan,Sedentary,5,10,Teacher,1,1559,1824,0
2,Non-Vegetarian,Sedentary,7,1,Scientist,0,1358,1725,0
1,Pescatarian,Sedentary,5,7,Freelancer,1,3501,1776,0
9,Non-Vegetarian,Highly Active,5,2,Teacher,1,17948,3063,0
7,Non-Vegetarian,Active,6,2,Business,0,12138,2975,0
1,Vegetarian,Sedentary,9,4,Freelancer,1,4094,1899,0
7,Pescatarian,Active,9,10,Doctor,0,14279,2374,1
6,Vegetarian,Lightly Active,7,9,Manager,1,9616,2195,1
10,Vegan,Highly Active,6,7,Teacher,0,15035,2938,1
10,Keto,Highly Active,8,2,Nurse,0,16354,3508,1
7,Keto,Active,8,7,Doctor,1,14801,2816,1
10,Vegan,Highly Active,6,6,Lawyer,1,19263,3495,1
8,Keto,Active,7,4,Engineer,0,13194,2796,0
8,Vegan,Active,7,7,Teacher,0,11753,2634,1
8,Vegan,Active,8,2,Freelancer,1,10509,2570,0
6,Pescatarian,Lightly Active,5,8,Engineer,0,8908,2097,0
6,Vegetarian,Lightly Active,9,6,Freelancer,1,5633,1834,0
10,Non-Vegetarian,Highly Active,6,7,Lawyer,1,17682,3949,1
7,Non-Vegetarian,Active,6,4,Freelancer,1,14075,2520,0
7,Pescatarian,Active,5,6,Nurse,1,14136,2412,0
10,Vegetarian,Highly Active,8,1,Freelancer,0,17841,3004,1
2,Vegetarian,Sedentary,5,7,Scientist,0,2029,1659,0
9,Vegetarian,Highly Active,6,2,Nurse,1,17258,3700,0
1,Keto,Sedentary,5,7,Artist,1,3534,2156,0
4,Pescatarian,Lightly Active,8,1,Lawyer,0,6228,2119,0
4,Pescatarian,Lightly Active,6,10,Nurse,1,8510,2520,0
2,Pescatarian,Sedentary,9,4,Lawyer,1,1956,2042,0
8,Pescatarian,Active,7,9,Doctor,0,10681,2538,1
7,Vegetarian,Active,7,10,Scientist,0,12175,2879,1
8,Pescatarian,Active,6,4,Manager,0,11746,2859,0
8,Pescatarian,Active,8,7,Teacher,0,14804,2307,1
6,Pescatarian,Lightly Active,9,5,Artist,0,5566,1995,0
5,Vegan,Lightly Active,5,3,Lawyer,1,9691,2358,0
9,Non-Vegetarian,Highly Active,6,9,Nurse,1,17656,3836,1
2,Non-Vegetarian,Sedentary,9,4,Nurse,0,4881,1639,0
7,Pescatarian,Active,6,9,Freelancer,0,11400,2961,1
8,Pescatarian,Active,6,6,Business,0,11840,2483,0
1,Pescatarian,Sedentary,7,10,Artist,0,1172,1603,0
8,Vegetarian,Active,8,4,Lawyer,1,10470,2154,0
8,Keto,Active,6,3,Scientist,1,10654,2445,0
1,Vegetarian,Sedentary,5,3,Freelancer,1,2708,1857,0
4,Non-Vegetarian,Lightly Active,6,1,Lawyer,0,7148,2176,0
1,Pescatarian,Sedentary,6,5,Scientist,0,1086,1826,0
3,Non-Vegetarian,Sedentary,5,9,Doctor,1,2700,1602,0
4,Keto,Lightly Active,7,4,Nurse,0,9471,2534,0
5,Non-Vegetarian,Lightly Active,8,6,Freelancer,1,9851,2048,0
9,Pescatarian,Highly Active,9,3,Manager,0,19935,3390,1
6,Pescatarian,Lightly Active,5,1,Doctor,0,9551,2146,0
4,Keto,Lightly Active,8,3,Freelancer,0,6196,2008,0
3,Vegan,Sedentary,5,1,Scientist,1,3727,1540,0
1,Non-Vegetarian,Sedentary,5,10,Manager,0,1066,1562,0
1,Non-Vegetarian,Sedentary,9,8,Teacher,1,2594,1757,0
7,Non-Vegetarian,Active,9,1,Scientist,0,11565,2329,0
10,Vegetarian,Highly Active,9,2,Engineer,1,17143,3512,1
5,Pescatarian,Lightly Active,5,5,Teacher,0,5597,2326,0
4,Pescatarian,Lightly Active,8,2,Lawyer,0,9823,1966,0
5,Non-Vegetarian,Lightly Active,9,3,Doctor,0,5587,1815,0
8,Non-Vegetarian,Active,5,1,Freelancer,0,12440,2312,0
1,Non-Vegetarian,Sedentary,7,10,Manager,0,3078,1981,0
1,Non-Vegetarian,Sedentary,9,10,Scientist,0,4970,1988,0
3,Keto,Sedentary,6,5,Doctor,0,2919,1964,0
1,Keto,Sedentary,8,5,Business,1,4969,1719,0
8,Vegan,Active,8,8,Scientist,0,12034,2898,1
5,Vegan,Lightly Active,8,9,Artist,0,8732,2107,1
6,Vegan,Lightly Active,7,9,Teacher,0,8948,1791,1
8,Vegetarian,Active,5,9,Lawyer,0,12025,2713,1
5,Pescatarian,Lightly Active,7,10,Engineer,1,7775,2234,1
1,Vegan,Sedentary,8,9,Manager,1,3791,1500,0
9,Pescatarian,Highly Active,5,7,Doctor,0,18365,3469,1
2,Vegetarian,Sedentary,8,1,Manager,0,1728,1754,0
4,Keto,Lightly Active,9,7,Teacher,1,8873,2373,0
5,Non-Vegetarian,Lightly Active,6,4,Freelancer,1,6031,2283,0
4,Vegan,Lightly Active,6,3,Artist,0,5107,1955,0
5,Keto,Lightly Active,6,4,Nurse,1,9066,2496,0
4,Pescatarian,Lightly Active,7,8,Nurse,1,8177,2104,0
3,Pescatarian,Sedentary,9,9,Artist,0,2731,1746,0
4,Vegan,Lightly Active,6,7,Scientist,1,8707,2251,0
8,Vegan,Active,8,2,Manager,1,10240,2342,0
3,Keto,Sedentary,6,10,Teacher,1,1496,1739,0
10,Non-Vegetarian,Highly Active,9,2,Doctor,1,18864,3175,1
9,Non-Vegetarian,Highly Active,8,10,Manager,0,18697,3133,1
4,Pescatarian,Lightly Active,9,10,Artist,0,9212,2103,1
2,Pescatarian,Sedentary,6,3,Teacher,0,2494,1629,0
6,Non-Vegetarian,Lightly Active,9,1,Doctor,0,8190,2318,0
4,Vegetarian,Lightly Active,8,3,Doctor,1,8637,1881,0
3,Keto,Sedentary,9,4,Freelancer,1,3007,2057,0
7,Non-Vegetarian,Active,5,6,Nurse,1,13604,2252,0
1,Vegetarian,Sedentary,8,2,Freelancer,1,3706,1792,0
6,Pescatarian,Lightly Active,8,8,Engineer,0,6549,2379,1
7,Vegetarian,Active,8,6,Artist,0,13119,2927,1
8,Non-Vegetarian,Active,9,9,Artist,1,14890,2408,1
7,Non-Vegetarian,Active,8,2,Teacher,1,14442,2530,0
4,Vegan,Lightly Active,6,10,Lawyer,0,8197,2242,0
2,Keto,Sedentary,5,5,Artist,1,1405,1746,0
9,Vegetarian,Highly Active,6,2,Nurse,1,15341,3165,0
2,Non-Vegetarian,Sedentary,5,5,Business,0,1858,1990,0
1,Non-Vegetarian,Sedentary,9,10,Artist,0,1729,1994,0
9,Vegetarian,Highly Active,6,4,Nurse,0,19904,3851,1
7,Vegan,Active,6,6,Nurse,1,13005,2730,0
10,Non-Vegetarian,Highly Active,8,5,Artist,0,15670,3378,1
8,Pescatarian,Active,5,7,Lawyer,0,12694,2485,1
5,Pescatarian,Lightly Active,8,6,Manager,0,9241,2206,0
4,Non-Vegetarian,Lightly Active,7,10,Freelancer,0,8269,2320,0
8,Vegan,Active,6,8,Teacher,0,11356,2357,1
6,Keto,Lightly Active,6,4,Nurse,0,7019,2491,0
8,Vegetarian,Active,6,5,Teacher,1,13909,2683,0
3,Vegan,Sedentary,6,9,Lawyer,1,1572,1753,0
3,Non-Vegetarian,Sedentary,5,10,Scientist,1,3132,1822,0
1,Vegetarian,Sedentary,8,7,Business,0,3173,1941,0
7,Non-Vegetarian,Active,5,8,Engineer,0,12924,2371,0
10,Keto,Highly Active,8,10,Doctor,1,16909,4062,1
4,Non-Vegetarian,Lightly Active,8,2,Freelancer,1,8749,2143,0
9,Vegetarian,Highly Active,9,1,Scientist,1,18031,3259,1
1,Keto,Sedentary,9,9,Nurse,0,1670,1780,0
1,Non-Vegetarian,Sedentary,8,6,Engineer,1,1381,1784,0
7,Vegan,Active,7,1,Doctor,1,12404,2194,0
5,Non-Vegetarian,Lightly Active,7,6,Doctor,1,7569,2108,0
2,Vegetarian,Sedentary,5,4,Lawyer,0,1641,1659,0
3,Keto,Sedentary,6,4,Lawyer,0,3548,2200,0
1,Vegetarian,Sedentary,8,1,Nurse,1,4304,1785,0
9,Vegan,Highly Active,7,1,Nurse,0,17968,3671,0
10,Pescatarian,Highly Active,9,2,Teacher,1,19736,3502,1
8,Pescatarian,Active,5,9,Scientist,1,14056,2955,1
5,Vegetarian,Lightly Active,9,3,Business,0,8112,2094,0
1,Non-Vegetarian,Sedentary,9,4,Business,0,2002,1955,0
5,Non-Vegetarian,Lightly Active,6,1,Engineer,0,5860,2308,0
1,Keto,Sedentary,9,7,Lawyer,1,1099,1702,0
10,Pescatarian,Highly Active,7,5,Engineer,1,18036,3725,1
9,Vegetarian,Highly Active,6,9,Engineer,0,17004,3554,1
6,Pescatarian,Lightly Active,6,10,Lawyer,1,7160,1984,1
7,Keto,Active,6,8,Lawyer,0,10404,3034,1
8,Vegan,Active,9,1,Freelancer,1,10343,2264,0
8,Keto,Active,7,3,Nurse,0,12112,2583,0
9,Non-Vegetarian,Highly Active,9,4,Artist,1,16186,3811,1
2,Pescatarian,Sedentary,8,8,Artist,1,2808,1943,0
6,Vegan,Lightly Active,5,4,Business,0,6676,1978,0
3,Vegetarian,Sedentary,9,3,Teacher,0,1006,1839,0
9,Vegan,Highly Active,9,7,Artist,1,18404,3808,1
6,Vegan,Lightly Active,5,3,Artist,1,5239,2161,0
2,Vegan,Sedentary,6,6,Engineer,1,1863,1500,0
10,Non-Vegetarian,Highly Active,6,3,Engineer,1,17482,3858,1
9,Vegan,Highly Active,7,3,Manager,0,18036,2908,1
6,Vegan,Lightly Active,5,3,Manager,0,6993,2294,0
5,Vegetarian,Lightly Active,9,4,Lawyer,1,6802,1948,0
7,Non-Vegetarian,Active,8,3,Doctor,0,10196,2568,0
5,Vegan,Lightly Active,5,6,Manager,0,5304,1812,0
2,Vegetarian,Sedentary,5,10,Doctor,1,4718,1893,0
7,Vegetarian,Active,7,3,Artist,1,13858,2915,0
3,Vegetarian,Sedentary,5,9,Artist,1,2903,1680,0
4,Pescatarian,Lightly Active,8,2,Artist,0,5926,2208,0
1,Vegetarian,Sedentary,7,7,Teacher,1,2573,1603,0
3,Vegetarian,Sedentary,5,4,Nurse,0,2874,1853,0
5,Vegan,Lightly Active,7,6,Business,0,7739,2209,0
6,Non-Vegetarian,Lightly Active,7,5,Lawyer,0,7332,1909,0
7,Non-Vegetarian,Active,9,9,Nurse,0,12437,2298,1
8,Keto,Active,6,10,Lawyer,1,13994,2859,1
4,Pescatarian,Lightly Active,8,8,Lawyer,0,7597,2342,0
6,Vegan,Lightly Active,7,9,Scientist,1,8119,2261,1
6,Pescatarian,Lightly Active,7,4,Artist,0,6127,2504,0
8,Pescatarian,Active,6,7,Business,0,12632,2817,1
3,Vegetarian,Sedentary,8,2,Scientist,0,4948,1812,0
7,Vegetarian,Active,7,6,Engineer,0,13610,2823,1
3,Pescatarian,Sedentary,6,9,Engineer,0,4458,1607,0
10,Non-Vegetarian,Highly Active,8,8,Freelancer,1,19472,2803,1
7,Vegan,Active,8,2,Manager,1,10812,2745,0
9,Non-Vegetarian,Highly Active,9,8,Teacher,0,18017,3049,1
9,Pescatarian,Highly Active,6,8,Manager,1,16108,3704,1
10,Non-Vegetarian,Highly Active,9,6,Teacher,1,16055,3440,1
1,Keto,Sedentary,6,8,Engineer,1,1681,1758,0
2,Vegetarian,Sedentary,9,6,Lawyer,1,1221,1500,0
7,Non-Vegetarian,Active,8,3,Engineer,0,13022,2446,0
7,Vegan,Active,7,7,Lawyer,1,12066,2463,1
1,Keto,Sedentary,7,6,Nurse,0,1835,2038,0
10,Non-Vegetarian,Highly Active,6,6,Engineer,1,19890,3093,1
4,Pescatarian,Lightly Active,5,4,Business,1,7433,2042,0
5,Vegetarian,Lightly Active,9,6,Engineer,0,5553,1819,0
5,Vegan,Lightly Active,7,6,Freelancer,0,8376,2179,0
5,Non-Vegetarian,Lightly Active,8,2,Doctor,0,9669,2387,0
6,Keto,Lightly Active,7,7,Artist,0,5057,2572,0
10,Pescatarian,Highly Active,8,9,Doctor,1,17212,3423,1
6,Vegetarian,Lightly Active,9,2,Business,0,9819,1868,0
9,Non-Vegetarian,Highly Active,6,6,Teacher,1,15653,3860,1
5,Vegan,Lightly Active,5,10,Teacher,1,9027,1967,0
9,Vegan,Highly Active,7,1,Scientist,1,19454,3040,0
9,Vegan,Highly Active,8,10,Lawyer,0,16623,3874,1
10,Vegan,Highly Active,5,2,Scientist,0,15009,2805,0
10,Vegan,Highly Active,5,6,Doctor,0,17550,3501,1
1,Keto,Sedentary,7,9,Business,0,3179,2110,0
8,Vegan,Active,9,9,Business,1,10090,2204,1
7,Pescatarian,Active,7,7,Freelancer,0,11487,2603,1
6,Vegetarian,Lightly Active,6,10,Engineer,0,7854,2149,1
6,Pescatarian,Lightly Active,9,7,Lawyer,0,7291,2354,1
1,Vegetarian,Sedentary,8,10,Teacher,0,1798,1528,0
9,Vegan,Highly Active,9,9,Scientist,1,17010,3836,1
8,Vegetarian,Active,6,10,Lawyer,0,14576,2297,1
2,Keto,Sedentary,9,4,Scientist,0,1195,1979,0
7,Pescatarian,Active,6,1,Lawyer,1,13010,2500,0
7,Vegan,Active,8,2,Scientist,1,12711,2745,0
8,Vegan,Active,5,1,Manager,1,11695,2288,0
8,Vegan,Active,5,5,Artist,0,14312,2488,0
7,Vegan,Active,6,1,Scientist,0,12775,2603,0
7,Non-Vegetarian,Active,9,4,Artist,0,11444,2411,0
6,Keto,Lightly Active,7,1,Teacher,0,6538,2398,0
8,Non-Vegetarian,Active,7,10,Nurse,0,12812,2561,1
3,Vegetarian,Sedentary,6,5,Lawyer,1,4927,1562,0
4,Vegan,Lightly Active,7,2,Engineer,1,7794,1965,0
10,Keto,Highly Active,9,10,Nurse,1,16190,3811,1
6,Vegan,Lightly Active,5,6,Manager,1,8581,1970,0
6,Vegetarian,Lightly Active,5,5,Scientist,1,6377,2241,0
7,Vegan,Active,6,8,Engineer,0,11553,2442,1
8,Vegetarian,Active,5,6,Nurse,0,11937,2181,0
2,Non-Vegetarian,Sedentary,9,10,Scientist,0,3255,1986,0
10,Keto,Highly Active,8,9,Manager,0,16088,3496,1
4,Keto,Lightly Active,9,10,Teacher,1,7817,2183,1
9,Keto,Highly Active,7,1,Scientist,1,15658,3650,0
1,Keto,Sedentary,5,1,Teacher,1,4831,2181,0
2,Pescatarian,Sedentary,6,5,Lawyer,1,3073,1672,0
3,Vegetarian,Sedentary,5,5,Artist,0,2966,1573,0
6,Pescatarian,Lightly Active,7,7,Manager,1,6828,2303,0
5,Keto,Lightly Active,8,5,Artist,0,5448,2410,0
4,Keto,Lightly Active,9,7,Business,0,8647,2264,0
1,Vegan,Sedentary,7,3,Lawyer,0,3946,1836,0
7,Pescatarian,Active,5,3,Teacher,0,11056,2321,0
3,Vegetarian,Sedentary,7,1,Manager,0,2097,1735,0
1,Vegetarian,Sedentary,7,7,Engineer,1,2724,1927,0
2,Non-Vegetarian,Sedentary,9,7,Lawyer,0,2549,1556,0
9,Vegan,Highly Active,9,2,Doctor,0,19719,3394,1
9,Keto,Highly Active,8,10,Doctor,1,15107,3392,1
8,Vegetarian,Active,5,7,Freelancer,1,13284,2184,0
3,Vegetarian,Sedentary,7,2,Manager,1,4231,1550,0
3,Pescatarian,Sedentary,5,1,Engineer,1,1130,1983,0
10,Keto,Highly Active,5,6,Teacher,1,19945,3243,1
8,Vegan,Active,8,8,Teacher,0,14212,2194,1
2,Keto,Sedentary,9,3,Artist,0,3430,2071,0
4,Pescatarian,Lightly Active,6,10,Nurse,1,8978,2482,0
8,Vegan,Active,6,8,Business,1,11713,2346,1
1,Non-Vegetarian,Sedentary,6,9,Manager,1,2032,1580,0
5,Vegetarian,Lightly Active,9,3,Freelancer,0,8741,2372,0
4,Non-Vegetarian,Lightly Active,8,7,Business,0,6164,2043,0
2,Pescatarian,Sedentary,6,8,Artist,1,1706,1948,0
6,Vegetarian,Lightly Active,9,10,Engineer,1,5313,1792,1
8,Pescatarian,Active,9,3,Lawyer,1,14456,2560,1
2,Vegan,Sedentary,6,6,Engineer,1,4625,1597,0
6,Vegan,Lightly Active,9,1,Freelancer,0,8640,1795,0
2,Pescatarian,Sedentary,7,3,Business,0,2011,1911,0
8,Non-Vegetarian,Active,8,7,Business,1,14572,2820,1
9,Vegetarian,Highly Active,8,1,Lawyer,1,19197,3227,1
7,Vegan,Active,9,6,Lawyer,1,10385,2754,1
6,Non-Vegetarian,Lightly Active,6,8,Freelancer,1,8350,2368,0
8,Vegetarian,Active,9,4,Manager,0,12214,2492,1
7,Vegan,Active,6,3,Engineer,0,14870,2121,0
7,Non-Vegetarian,Active,5,3,Manager,0,13483,2818,0
